Id,SalePrice
1461,126727.055
1462,146323.12
1463,185300.55
1464,179313.95
1465,172141.52
1466,167460.25
1467,178907.92
1468,167361.58
1469,199979.58
1470,131712.38
1471,190565.56
1472,91661.97
1473,93444.1
1474,152625.36
1475,126367.05
1476,345608.6
1477,241155.84
1478,267256.75
1479,275930.88
1480,480259.38
1481,315954.25
1482,197414.44
1483,151372.06
1484,169219.94
1485,156869.62
1486,195069.45
1487,340533.8
1488,229872.72
1489,204361.5
1490,229666.97
1491,180179.62
1492,96961.77
1493,175588.28
1494,279278.28
1495,273189.7
1496,237590.1
1497,186109.02
1498,156380.3
1499,158202.39
1500,149303.48
1501,176389.53
1502,143054.5
1503,253565.72
1504,230758.12
1505,226957.7
1506,173640.11
1507,225348.11
1508,197034.69
1509,152329.73
1510,145069.69
1511,153366.72
1512,163543.58
1513,131214.39
1514,189138.83
1515,182927.36
1516,153289.22
1517,160322.98
1518,136105.47
1519,242441.66
1520,127883.95
1521,134778.53
1522,176532.4
1523,113612.35
1524,121039.94
1525,129984.1
1526,114564.6
1527,109222.805
1528,144990.3
1529,154740.55
1530,172323.34
1531,116927.31
1532,91166.61
1533,149192.89
1534,126516.82
1535,147752.6
1536,107237.78
1537,75984.19
1538,143827.39
1539,206514.06
1540,98461.195
1541,153225.34
1542,135700.06
1543,222446.12
1544,74321.95
1545,122107.19
1546,123187.6
1547,128434.2
1548,148955.33
1549,123506.86
1550,138407.4
1551,111916.14
1552,148588.42
1553,163167.66
1554,116400.27
1555,177723.48
1556,78985.32
1557,94252.48
1558,97872.7
1559,88458.64
1560,124712.59
1561,126569.8
1562,127617.016
1563,126862.85
1564,161326.52
1565,156784.97
1566,234055.88
1567,77690.63
1568,216826.55
1569,137305.81
1570,148205.89
1571,130735.0
1572,153864.53
1573,245486.94
1574,122998.37
1575,238325.36
1576,232912.47
1577,197530.27
1578,141150.45
1579,152643.11
1580,193047.78
1581,149579.27
1582,124778.38
1583,304468.62
1584,222888.03
1585,135336.38
1586,64357.766
1587,99819.08
1588,158889.9
1589,98915.5
1590,135488.11
1591,98453.96
1592,103447.305
1593,121241.42
1594,114159.86
1595,92005.46
1596,228658.6
1597,174442.8
1598,199049.14
1599,169708.83
1600,177491.94
1601,54828.754
1602,110968.23
1603,80155.3
1604,287422.84
1605,248061.58
1606,154136.81
1607,183703.58
1608,212330.8
1609,186359.45
1610,143111.94
1611,135372.78
1612,180866.72
1613,151286.9
1614,122728.516
1615,92414.2
1616,75451.84
1617,83873.36
1618,128191.055
1619,153217.17
1620,148828.1
1621,134278.05
1622,146722.36
1623,261526.98
1624,212878.23
1625,122949.695
1626,163195.98
1627,188580.12
1628,268571.56
1629,181206.5
1630,336771.62
1631,219802.12
1632,228382.9
1633,145194.67
1634,200768.03
1635,175535.2
1636,157313.38
1637,210972.56
1638,195149.66
1639,168363.08
1640,244583.28
1641,160245.95
1642,223251.6
1643,219087.22
1644,235621.58
1645,188668.98
1646,151337.12
1647,160690.67
1648,133372.03
1649,138990.88
1650,114886.164
1651,116388.51
1652,90515.734
1653,91713.21
1654,149589.95
1655,152027.42
1656,158563.55
1657,149864.12
1658,151253.88
1659,126022.49
1660,146107.69
1661,458031.16
1662,364130.44
1663,380594.38
1664,541946.1
1665,293944.7
1666,331176.94
1667,351925.03
1668,314493.53
1669,286674.7
1670,360989.2
1671,249883.2
1672,475263.9
1673,276572.9
1674,228182.83
1675,162885.16
1676,180553.58
1677,220302.22
1678,452420.84
1679,435643.97
1680,349258.28
1681,219818.47
1682,289075.5
1683,174061.25
1684,167262.97
1685,168755.47
1686,167519.19
1687,145343.19
1688,190587.38
1689,197943.62
1690,199990.64
1691,165276.3
1692,272844.7
1693,145409.88
1694,186234.19
1695,165739.23
1696,286289.72
1697,156360.16
1698,325069.16
1699,269993.5
1700,245812.11
1701,268579.5
1702,255060.2
1703,237143.47
1704,263991.0
1705,218171.69
1706,434957.34
1707,224087.12
1708,186936.36
1709,249052.17
1710,240534.3
1711,284511.03
1712,227898.58
1713,255295.53
1714,215617.77
1715,213224.05
1716,178611.8
1717,176719.89
1718,143851.95
1719,200517.36
1720,217538.42
1721,161216.25
1722,126150.07
1723,152456.03
1724,215278.12
1725,230622.81
1726,180267.11
1727,153462.27
1728,191919.03
1729,143382.84
1730,145413.89
1731,116876.02
1732,129991.664
1733,122662.99
1734,108149.29
1735,135899.25
1736,119611.86
1737,327520.94
1738,204565.45
1739,226663.31
1740,243521.5
1741,201973.1
1742,173147.17
1743,186956.67
1744,276457.94
1745,233081.78
1746,156323.92
1747,199972.33
1748,197902.3
1749,149863.55
1750,124298.91
1751,249342.11
1752,122714.586
1753,143379.16
1754,194000.11
1755,160902.75
1756,130782.63
1757,127774.6
1758,140477.39
1759,148593.1
1760,172789.39
1761,140275.23
1762,169445.22
1763,166675.39
1764,111844.76
1765,143813.12
1766,182261.98
1767,197786.62
1768,143976.44
1769,169025.75
1770,142403.03
1771,132443.7
1772,123253.99
1773,125508.79
1774,122927.414
1775,132925.69
1776,126981.48
1777,124903.16
1778,137740.19
1779,119575.25
1780,198356.53
1781,130172.414
1782,96061.06
1783,139337.0
1784,100973.96
1785,125483.414
1786,166143.42
1787,181994.67
1788,42910.0
1789,106090.66
1790,71418.06
1791,178487.16
1792,146021.73
1793,128863.25
1794,140679.42
1795,126560.02
1796,116298.41
1797,126779.27
1798,124591.45
1799,99903.555
1800,137276.75
1801,134709.66
1802,136233.25
1803,145048.11
1804,147867.62
1805,133723.81
1806,113958.086
1807,113056.04
1808,107058.45
1809,120120.445
1810,133709.02
1811,79255.38
1812,95098.85
1813,119175.195
1814,99685.7
1815,49432.895
1816,100592.95
1817,131784.5
1818,154825.42
1819,139447.73
1820,64090.41
1821,102884.234
1822,144672.47
1823,45499.047
1824,135529.73
1825,132713.39
1826,104513.71
1827,101864.086
1828,133661.2
1829,119147.805
1830,127757.79
1831,155297.89
1832,66670.86
1833,138923.16
1834,139470.47
1835,121433.516
1836,136216.38
1837,90774.73
1838,121569.9
1839,89760.3
1840,158865.36
1841,155754.42
1842,67580.46
1843,129859.695
1844,131469.17
1845,127282.16
1846,137275.17
1847,157536.48
1848,55502.27
1849,105193.69
1850,118782.14
1851,158860.67
1852,126298.016
