Id,SalePrice
1461,117922.55798221477
1462,156775.10644306682
1463,181153.17480708074
1464,195686.58642003423
1465,191759.8773269747
1466,160914.2936074138
1467,163159.6791762153
1468,160963.3422254889
1469,185935.7274677466
1470,117597.56971844083
1471,196005.8068251495
1472,90666.49851883618
1473,89089.33334032689
1474,143489.99358571248
1475,108672.82044933029
1476,360137.3483945819
1477,242276.10537368874
1478,292440.19069462694
1479,288605.6428074693
1480,461990.97437424154
1481,334632.9100922454
1482,220702.5138813614
1483,178682.05389114
1484,165641.1620440927
1485,189108.3088192561
1486,194359.08542518504
1487,340795.2650441882
1488,228871.68689755636
1489,184738.52947965753
1490,231164.22293825704
1491,188181.76599309756
1492,92611.2791238027
1493,179363.2056325518
1494,278696.3718890749
1495,277064.9692839105
1496,231786.55558878317
1497,169273.90832501955
1498,163933.80562189466
1499,156840.8438364775
1500,152953.7537554217
1501,166245.727147935
1502,142992.27668266595
1503,284379.486197166
1504,237160.12537701262
1505,220862.07519305736
1506,191711.9739317077
1507,240376.027428388
1508,201935.59308091382
1509,162661.75266916055
1510,139288.51285300363
1511,145079.49810185074
1512,169892.87186399222
1513,142738.5673517605
1514,155337.79149285858
1515,185781.4406188737
1516,162219.0098968177
1517,166290.96513928415
1518,128774.26287712404
1519,202382.60896943143
1520,125459.60089885331
1521,130415.31991471634
1522,176198.83120235815
1523,105339.42793125921
1524,121518.8107609537
1525,122708.35977073203
1526,112625.70455466612
1527,100273.23445045004
1528,132418.79453536661
1529,146506.88108704804
1530,178777.8740225701
1531,106532.84182260555
1532,95438.60324601723
1533,145954.12204599386
1534,118458.56815596818
1535,152567.7372565491
1536,111015.32760657171
1537,64999.43366927766
1538,161158.41507243874
1539,177497.68723329678
1540,98756.40238839322
1541,137488.6062663424
1542,131900.10601501362
1543,191662.91983932108
1544,85100.11095325937
1545,109679.61167361302
1546,129142.38564605631
1547,126868.1902924404
1548,128679.35754923408
1549,114742.69858470686
1550,127345.28653637599
1551,105961.29620822213
1552,136236.03575479085
1553,148479.76553606123
1554,116004.56118232873
1555,166786.15881447832
1556,87472.57324698557
1557,101445.93933867772
1558,96692.05841562401
1559,82833.60929240793
1560,134947.67997969387
1561,129640.54652616139
1562,124331.8782239277
1563,115489.01544311231
1564,160565.4786787008
1565,140411.1938761078
1566,234528.5469768293
1567,72976.68227756696
1568,241548.21029863055
1569,130571.28275044846
1570,138168.0372768386
1571,117882.89916002177
1572,136957.92509186052
1573,236634.4677247073
1574,124051.36845793812
1575,224626.3848863871
1576,248439.48908514134
1577,180333.79181946136
1578,135027.4440667832
1579,148386.08723854713
1580,193093.51852711174
1581,156799.71961346708
1582,119060.95461461475
1583,296088.9157534475
1584,213851.50454759464
