Id,SalePrice
1461,120772.6934290052
1462,130526.21681142159
1463,158212.7971382379
1464,158212.7971382379
1465,263146.4248148253
1466,158212.7971382379
1467,129714.69517403185
1468,158212.7971382379
1469,204632.5912191025
1470,118565.38500857385
1471,204632.5912191025
1472,120772.6934290052
1473,121508.79361575392
1474,158212.7971382379
1475,204632.5912191025
1476,298622.8635785076
1477,295106.17094625643
1478,298622.8635785076
1479,286201.3791999732
1480,298622.8635785076
1481,295106.17094625643
1482,263146.4248148253
1483,133595.65966993693
1484,204632.5912191025
1485,204632.5912191025
1486,204632.5912191025
1487,295106.17094625643
1488,295106.17094625643
1489,212551.2140351665
1490,158212.7971382379
1491,204632.5912191025
1492,120772.6934290052
1493,158212.7971382379
1494,295106.17094625643
1495,295106.17094625643
1496,204632.5912191025
1497,204632.5912191025
1498,204632.5912191025
1499,204632.5912191025
1500,132735.10967243306
1501,155459.35313380073
1502,204632.5912191025
1503,295106.17094625643
1504,263146.4248148253
1505,204632.5912191025
1506,155459.35313380073
1507,158212.7971382379
1508,158212.7971382379
1509,155459.35313380073
1510,132018.0066200456
1511,131239.59420052476
1512,155459.35313380073
1513,155459.35313380073
1514,151887.5821637204
1515,158212.7971382379
1516,158212.7971382379
1517,125188.29661746026
1518,155459.35313380073
1519,204632.5912191025
1520,125317.3879467931
1521,128224.2829973004
1522,158212.7971382379
1523,125196.53753225962
1524,121508.79361575392
1525,120772.6934290052
1526,120772.6934290052
1527,118565.38500857385
1528,128984.81104420309
1529,129714.69517403185
1530,156311.12031958322
1531,148266.01396781436
1532,122911.78288404872
1533,133595.65966993693
1534,129685.43833403474
1535,154577.7645637385
1536,129685.43833403474
1537,120665.37960750992
1538,263146.4248148253
1539,263146.4248148253
1540,151887.5821637204
1541,155459.35313380073
1542,151887.5821637204
1543,204632.5912191025
1544,115841.26941598585
1545,123009.58828464715
1546,132012.16135083235
1547,154577.7645637385
1548,151887.5821637204
1549,123612.7750598561
1550,158212.7971382379
1551,123660.92054694454
1552,151752.62111607223
1553,151887.5821637204
